SUBJECT,Subject,LOCATION,Country,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,1995,1995,IDX,Index,0,Units,2015_100,2015=100,31.75005,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,1996,1996,IDX,Index,0,Units,2015_100,2015=100,34.6084,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,1997,1997,IDX,Index,0,Units,2015_100,2015=100,36.54871,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,1998,1998,IDX,Index,0,Units,2015_100,2015=100,38.21183,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,1999,1999,IDX,Index,0,Units,2015_100,2015=100,40.47145,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2000,2000,IDX,Index,0,Units,2015_100,2015=100,42.91734,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2001,2001,IDX,Index,0,Units,2015_100,2015=100,44.07931,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2002,2002,IDX,Index,0,Units,2015_100,2015=100,46.23693,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2003,2003,IDX,Index,0,Units,2015_100,2015=100,49.268240000000006,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2004,2004,IDX,Index,0,Units,2015_100,2015=100,54.60796,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2005,2005,IDX,Index,0,Units,2015_100,2015=100,57.84565,B,Break
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2006,2006,IDX,Index,0,Units,2015_100,2015=100,64.17902,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2007,2007,IDX,Index,0,Units,2015_100,2015=100,74.2214,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2008,2008,IDX,Index,0,Units,2015_100,2015=100,79.91372,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2009,2009,IDX,Index,0,Units,2015_100,2015=100,80.07885,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2010,2010,IDX,Index,0,Units,2015_100,2015=100,87.87891,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2011,2011,IDX,Index,0,Units,2015_100,2015=100,92.09322,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2012,2012,IDX,Index,0,Units,2015_100,2015=100,91.87246999999999,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2013,2013,IDX,Index,0,Units,2015_100,2015=100,93.31222,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2014,2014,IDX,Index,0,Units,2015_100,2015=100,97.52521999999999,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2015,2015,IDX,Index,0,Units,2015_100,2015=100,100.0,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2016,2016,IDX,Index,0,Units,2015_100,2015=100,105.2073,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2017,2017,IDX,Index,0,Units,2015_100,2015=100,108.9342,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2018,2018,IDX,Index,0,Units,2015_100,2015=100,114.5467,,
PRINTO01,"Production of total industry sa, Index",IND,India,A,Annual,2019,2019,IDX,Index,0,Units,2015_100,2015=100,115.3053,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1994-04,Apr-1994,IDX,Index,0,Units,2015_100,2015=100,26.96272,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1994-05,May-1994,IDX,Index,0,Units,2015_100,2015=100,27.40025,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1994-06,Jun-1994,IDX,Index,0,Units,2015_100,2015=100,28.1054,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1994-07,Jul-1994,IDX,Index,0,Units,2015_100,2015=100,28.35721,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1994-08,Aug-1994,IDX,Index,0,Units,2015_100,2015=100,28.52628,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1994-09,Sep-1994,IDX,Index,0,Units,2015_100,2015=100,28.655820000000002,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1994-10,Oct-1994,IDX,Index,0,Units,2015_100,2015=100,29.13908,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1994-11,Nov-1994,IDX,Index,0,Units,2015_100,2015=100,29.586129999999997,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1994-12,Dec-1994,IDX,Index,0,Units,2015_100,2015=100,29.999159999999996,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1995-01,Jan-1995,IDX,Index,0,Units,2015_100,2015=100,30.555640000000004,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1995-02,Feb-1995,IDX,Index,0,Units,2015_100,2015=100,30.344759999999997,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1995-03,Mar-1995,IDX,Index,0,Units,2015_100,2015=100,30.559820000000002,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1995-04,Apr-1995,IDX,Index,0,Units,2015_100,2015=100,31.21769,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1995-05,May-1995,IDX,Index,0,Units,2015_100,2015=100,30.960929999999998,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1995-06,Jun-1995,IDX,Index,0,Units,2015_100,2015=100,31.234109999999998,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1995-07,Jul-1995,IDX,Index,0,Units,2015_100,2015=100,31.981579999999997,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1995-08,Aug-1995,IDX,Index,0,Units,2015_100,2015=100,32.06753,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1995-09,Sep-1995,IDX,Index,0,Units,2015_100,2015=100,33.27685,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1995-10,Oct-1995,IDX,Index,0,Units,2015_100,2015=100,32.37823,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1995-11,Nov-1995,IDX,Index,0,Units,2015_100,2015=100,33.19024,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1995-12,Dec-1995,IDX,Index,0,Units,2015_100,2015=100,33.75653,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1996-01,Jan-1996,IDX,Index,0,Units,2015_100,2015=100,34.13619,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1996-02,Feb-1996,IDX,Index,0,Units,2015_100,2015=100,33.49266,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1996-03,Mar-1996,IDX,Index,0,Units,2015_100,2015=100,34.96182,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1996-04,Apr-1996,IDX,Index,0,Units,2015_100,2015=100,34.582190000000004,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1996-05,May-1996,IDX,Index,0,Units,2015_100,2015=100,34.95261,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1996-06,Jun-1996,IDX,Index,0,Units,2015_100,2015=100,34.53372,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1996-07,Jul-1996,IDX,Index,0,Units,2015_100,2015=100,34.10414,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1996-08,Aug-1996,IDX,Index,0,Units,2015_100,2015=100,34.92324,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1996-09,Sep-1996,IDX,Index,0,Units,2015_100,2015=100,34.522240000000004,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1996-10,Oct-1996,IDX,Index,0,Units,2015_100,2015=100,35.097879999999996,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1996-11,Nov-1996,IDX,Index,0,Units,2015_100,2015=100,33.97722,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1996-12,Dec-1996,IDX,Index,0,Units,2015_100,2015=100,35.00288,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1997-01,Jan-1997,IDX,Index,0,Units,2015_100,2015=100,34.68401,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1997-02,Feb-1997,IDX,Index,0,Units,2015_100,2015=100,35.5002,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1997-03,Mar-1997,IDX,Index,0,Units,2015_100,2015=100,36.09102,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1997-04,Apr-1997,IDX,Index,0,Units,2015_100,2015=100,36.0807,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1997-05,May-1997,IDX,Index,0,Units,2015_100,2015=100,36.34343,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1997-06,Jun-1997,IDX,Index,0,Units,2015_100,2015=100,36.65956,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1997-07,Jul-1997,IDX,Index,0,Units,2015_100,2015=100,36.91539,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1997-08,Aug-1997,IDX,Index,0,Units,2015_100,2015=100,36.82687,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1997-09,Sep-1997,IDX,Index,0,Units,2015_100,2015=100,37.31566,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1997-10,Oct-1997,IDX,Index,0,Units,2015_100,2015=100,37.52988,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1997-11,Nov-1997,IDX,Index,0,Units,2015_100,2015=100,37.61499,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1997-12,Dec-1997,IDX,Index,0,Units,2015_100,2015=100,37.41751,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1998-01,Jan-1998,IDX,Index,0,Units,2015_100,2015=100,37.61305,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1998-02,Feb-1998,IDX,Index,0,Units,2015_100,2015=100,37.9968,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1998-03,Mar-1998,IDX,Index,0,Units,2015_100,2015=100,37.48008,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1998-04,Apr-1998,IDX,Index,0,Units,2015_100,2015=100,37.92799,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1998-05,May-1998,IDX,Index,0,Units,2015_100,2015=100,37.98383,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1998-06,Jun-1998,IDX,Index,0,Units,2015_100,2015=100,38.53098,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1998-07,Jul-1998,IDX,Index,0,Units,2015_100,2015=100,38.31808,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1998-08,Aug-1998,IDX,Index,0,Units,2015_100,2015=100,38.49912,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1998-09,Sep-1998,IDX,Index,0,Units,2015_100,2015=100,38.381890000000006,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1998-10,Oct-1998,IDX,Index,0,Units,2015_100,2015=100,37.60727,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1998-11,Nov-1998,IDX,Index,0,Units,2015_100,2015=100,39.42215,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1998-12,Dec-1998,IDX,Index,0,Units,2015_100,2015=100,39.00266,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1999-01,Jan-1999,IDX,Index,0,Units,2015_100,2015=100,39.7136,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1999-02,Feb-1999,IDX,Index,0,Units,2015_100,2015=100,39.34454,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1999-03,Mar-1999,IDX,Index,0,Units,2015_100,2015=100,39.20747,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1999-04,Apr-1999,IDX,Index,0,Units,2015_100,2015=100,39.82363,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1999-05,May-1999,IDX,Index,0,Units,2015_100,2015=100,40.81092,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1999-06,Jun-1999,IDX,Index,0,Units,2015_100,2015=100,40.3527,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1999-07,Jul-1999,IDX,Index,0,Units,2015_100,2015=100,40.79244,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1999-08,Aug-1999,IDX,Index,0,Units,2015_100,2015=100,41.11371,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1999-09,Sep-1999,IDX,Index,0,Units,2015_100,2015=100,41.08699,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1999-10,Oct-1999,IDX,Index,0,Units,2015_100,2015=100,40.80905,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1999-11,Nov-1999,IDX,Index,0,Units,2015_100,2015=100,40.77678,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,1999-12,Dec-1999,IDX,Index,0,Units,2015_100,2015=100,42.087720000000004,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2000-01,Jan-2000,IDX,Index,0,Units,2015_100,2015=100,41.65397,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2000-02,Feb-2000,IDX,Index,0,Units,2015_100,2015=100,41.08761,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2000-03,Mar-2000,IDX,Index,0,Units,2015_100,2015=100,42.58943,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2000-04,Apr-2000,IDX,Index,0,Units,2015_100,2015=100,42.79817,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2000-05,May-2000,IDX,Index,0,Units,2015_100,2015=100,43.078590000000005,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2000-06,Jun-2000,IDX,Index,0,Units,2015_100,2015=100,42.7399,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2000-07,Jul-2000,IDX,Index,0,Units,2015_100,2015=100,42.86542,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2000-08,Aug-2000,IDX,Index,0,Units,2015_100,2015=100,42.91359,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2000-09,Sep-2000,IDX,Index,0,Units,2015_100,2015=100,43.4428,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2000-10,Oct-2000,IDX,Index,0,Units,2015_100,2015=100,43.32673,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2000-11,Nov-2000,IDX,Index,0,Units,2015_100,2015=100,43.7641,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2000-12,Dec-2000,IDX,Index,0,Units,2015_100,2015=100,43.702040000000004,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2001-01,Jan-2001,IDX,Index,0,Units,2015_100,2015=100,43.22868,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2001-02,Feb-2001,IDX,Index,0,Units,2015_100,2015=100,43.93528,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2001-03,Mar-2001,IDX,Index,0,Units,2015_100,2015=100,43.800470000000004,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2001-04,Apr-2001,IDX,Index,0,Units,2015_100,2015=100,43.936009999999996,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2001-05,May-2001,IDX,Index,0,Units,2015_100,2015=100,43.8127,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2001-06,Jun-2001,IDX,Index,0,Units,2015_100,2015=100,44.04466,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2001-07,Jul-2001,IDX,Index,0,Units,2015_100,2015=100,43.74736,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2001-08,Aug-2001,IDX,Index,0,Units,2015_100,2015=100,44.13658,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2001-09,Sep-2001,IDX,Index,0,Units,2015_100,2015=100,44.28423,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2001-10,Oct-2001,IDX,Index,0,Units,2015_100,2015=100,44.41259,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2001-11,Nov-2001,IDX,Index,0,Units,2015_100,2015=100,44.871559999999995,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2001-12,Dec-2001,IDX,Index,0,Units,2015_100,2015=100,44.93439,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2002-01,Jan-2002,IDX,Index,0,Units,2015_100,2015=100,44.815690000000004,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2002-02,Feb-2002,IDX,Index,0,Units,2015_100,2015=100,45.09424,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2002-03,Mar-2002,IDX,Index,0,Units,2015_100,2015=100,45.36998,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2002-04,Apr-2002,IDX,Index,0,Units,2015_100,2015=100,45.88514,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2002-05,May-2002,IDX,Index,0,Units,2015_100,2015=100,45.69567,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2002-06,Jun-2002,IDX,Index,0,Units,2015_100,2015=100,46.12993,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2002-07,Jul-2002,IDX,Index,0,Units,2015_100,2015=100,46.6476,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2002-08,Aug-2002,IDX,Index,0,Units,2015_100,2015=100,46.96331,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2002-09,Sep-2002,IDX,Index,0,Units,2015_100,2015=100,46.82911,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2002-10,Oct-2002,IDX,Index,0,Units,2015_100,2015=100,47.30338,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2002-11,Nov-2002,IDX,Index,0,Units,2015_100,2015=100,46.97548,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2002-12,Dec-2002,IDX,Index,0,Units,2015_100,2015=100,47.51332,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2003-01,Jan-2003,IDX,Index,0,Units,2015_100,2015=100,47.76501,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2003-02,Feb-2003,IDX,Index,0,Units,2015_100,2015=100,48.398340000000005,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2003-03,Mar-2003,IDX,Index,0,Units,2015_100,2015=100,47.99899,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2003-04,Apr-2003,IDX,Index,0,Units,2015_100,2015=100,48.07504,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2003-05,May-2003,IDX,Index,0,Units,2015_100,2015=100,48.79934,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2003-06,Jun-2003,IDX,Index,0,Units,2015_100,2015=100,48.96805,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2003-07,Jul-2003,IDX,Index,0,Units,2015_100,2015=100,49.59429,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2003-08,Aug-2003,IDX,Index,0,Units,2015_100,2015=100,49.86923,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2003-09,Sep-2003,IDX,Index,0,Units,2015_100,2015=100,50.172990000000006,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2003-10,Oct-2003,IDX,Index,0,Units,2015_100,2015=100,49.97036,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2003-11,Nov-2003,IDX,Index,0,Units,2015_100,2015=100,51.17662,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2003-12,Dec-2003,IDX,Index,0,Units,2015_100,2015=100,50.90885,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2004-01,Jan-2004,IDX,Index,0,Units,2015_100,2015=100,51.66567,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2004-02,Feb-2004,IDX,Index,0,Units,2015_100,2015=100,50.87598,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2004-03,Mar-2004,IDX,Index,0,Units,2015_100,2015=100,51.48199,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2004-04,Apr-2004,IDX,Index,0,Units,2015_100,2015=100,53.980230000000006,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2004-05,May-2004,IDX,Index,0,Units,2015_100,2015=100,53.637919999999994,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2004-06,Jun-2004,IDX,Index,0,Units,2015_100,2015=100,53.72165,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2004-07,Jul-2004,IDX,Index,0,Units,2015_100,2015=100,55.46298,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2004-08,Aug-2004,IDX,Index,0,Units,2015_100,2015=100,55.80923000000001,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2004-09,Sep-2004,IDX,Index,0,Units,2015_100,2015=100,56.725069999999995,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2004-10,Oct-2004,IDX,Index,0,Units,2015_100,2015=100,56.8927,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2004-11,Nov-2004,IDX,Index,0,Units,2015_100,2015=100,56.81531999999999,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2004-12,Dec-2004,IDX,Index,0,Units,2015_100,2015=100,57.2272,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2005-01,Jan-2005,IDX,Index,0,Units,2015_100,2015=100,57.191930000000006,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2005-02,Feb-2005,IDX,Index,0,Units,2015_100,2015=100,57.88836,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2005-03,Mar-2005,IDX,Index,0,Units,2015_100,2015=100,58.822030000000005,B,Break
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2005-04,Apr-2005,IDX,Index,0,Units,2015_100,2015=100,56.3466,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2005-05,May-2005,IDX,Index,0,Units,2015_100,2015=100,56.704280000000004,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2005-06,Jun-2005,IDX,Index,0,Units,2015_100,2015=100,57.679030000000004,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2005-07,Jul-2005,IDX,Index,0,Units,2015_100,2015=100,56.62709,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2005-08,Aug-2005,IDX,Index,0,Units,2015_100,2015=100,58.05696999999999,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2005-09,Sep-2005,IDX,Index,0,Units,2015_100,2015=100,57.78986,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2005-10,Oct-2005,IDX,Index,0,Units,2015_100,2015=100,59.032140000000005,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2005-11,Nov-2005,IDX,Index,0,Units,2015_100,2015=100,58.13843000000001,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2005-12,Dec-2005,IDX,Index,0,Units,2015_100,2015=100,60.2672,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2006-01,Jan-2006,IDX,Index,0,Units,2015_100,2015=100,61.259640000000005,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2006-02,Feb-2006,IDX,Index,0,Units,2015_100,2015=100,61.559540000000005,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2006-03,Mar-2006,IDX,Index,0,Units,2015_100,2015=100,62.68866,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2006-04,Apr-2006,IDX,Index,0,Units,2015_100,2015=100,62.049459999999996,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2006-05,May-2006,IDX,Index,0,Units,2015_100,2015=100,62.77036999999999,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2006-06,Jun-2006,IDX,Index,0,Units,2015_100,2015=100,62.88755,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2006-07,Jul-2006,IDX,Index,0,Units,2015_100,2015=100,65.03919,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2006-08,Aug-2006,IDX,Index,0,Units,2015_100,2015=100,63.901,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2006-09,Sep-2006,IDX,Index,0,Units,2015_100,2015=100,65.57821,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2006-10,Oct-2006,IDX,Index,0,Units,2015_100,2015=100,64.42594,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2006-11,Nov-2006,IDX,Index,0,Units,2015_100,2015=100,70.02255,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2006-12,Dec-2006,IDX,Index,0,Units,2015_100,2015=100,68.87399,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2007-01,Jan-2007,IDX,Index,0,Units,2015_100,2015=100,69.78814,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2007-02,Feb-2007,IDX,Index,0,Units,2015_100,2015=100,70.20905,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2007-03,Mar-2007,IDX,Index,0,Units,2015_100,2015=100,71.69779,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2007-04,Apr-2007,IDX,Index,0,Units,2015_100,2015=100,72.57726,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2007-05,May-2007,IDX,Index,0,Units,2015_100,2015=100,74.67453,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2007-06,Jun-2007,IDX,Index,0,Units,2015_100,2015=100,75.17097,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2007-07,Jul-2007,IDX,Index,0,Units,2015_100,2015=100,75.28671,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2007-08,Aug-2007,IDX,Index,0,Units,2015_100,2015=100,75.47492,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2007-09,Sep-2007,IDX,Index,0,Units,2015_100,2015=100,74.49741,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2007-10,Oct-2007,IDX,Index,0,Units,2015_100,2015=100,76.67905,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2007-11,Nov-2007,IDX,Index,0,Units,2015_100,2015=100,77.25966,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2007-12,Dec-2007,IDX,Index,0,Units,2015_100,2015=100,78.43143,,
PRINTO01,"Production of total industry sa, Index",IND,India,M,Monthly,2008-01,Jan-2008,IDX,Index,0,Units,2015_100,2015=100,79.2517,,
